_dataset,_file,model,trial,n_cases,score_mean,score_sd_cases,hallucination_rate,empty_rate,e2e_median_ms,e2e_p90_ms,ttft_median_ms,temperature,num_ctx,num_predict,top_p,repeat_penalty,nonhall_n,nonhall_score_mean,nonhall_score_sd_cases,pred_score_from_decomposition,decomposition_abs_error
results-selected-9.05,gemma3_4b_20260509_171752.jsonl,gemma3:4b,24,20,0.895785,0.0947536821948028,0.0,0.0,30891.300000000003,38429.82000000001,27029.1,0.106021950997528,4096,149,0.9371774237131699,1.1343806741392675,20.0,0.895785,0.0947536821948028,0.895785,0.0
results-selected-9.05,gemma3_4b_20260509_171752.jsonl,gemma3:4b,25,20,0.8957200000000001,0.09481005165454158,0.0,0.0,30890.15,38620.79000000001,26931.25,0.1254133692624827,4096,129,0.9036212402650826,1.1165002692437391,20.0,0.8957200000000001,0.09481005165454158,0.8957200000000001,0.0
results-selected-9.05,gemma3_4b_20260509_171752.jsonl,gemma3:4b,26,20,0.895735,0.09474754975307029,0.0,0.0,31028.35,38357.240000000005,26958.75,0.10048578870691402,4096,145,0.9378531636088208,1.0928056600556189,20.0,0.895735,0.09474754975307029,0.895735,0.0
results-selected-9.05,gemma3_4b_20260509_171752.jsonl,gemma3:4b,27,20,0.89374,0.09388871576163148,0.0,0.0,30946.0,38591.810000000005,26912.65,0.2860877141434819,4096,159,0.9705460134932608,1.0647786678999516,20.0,0.89374,0.09388871576163148,0.89374,0.0
results-selected-9.05,gemma3_4b_20260509_171752.jsonl,gemma3:4b,28,20,0.890855,0.09333789479768198,0.0,0.0,31543.75,41287.990000000005,27414.65,0.15482867605248066,2048,127,0.8824947444363405,1.1347193249255882,20.0,0.890855,0.09333789479768198,0.890855,0.0
results-selected-9.05,gemma3_4b_20260509_171752.jsonl,gemma3:4b,29,20,0.8956250000000001,0.0954960945743195,0.0,0.0,31328.9,41188.18,27433.0,0.32277447015288396,4096,135,0.9392393473003989,1.149816746641361,20.0,0.8956250000000001,0.0954960945743195,0.8956250000000001,0.0
results-selected-9.05,gemma3_4b_20260509_171752.jsonl,gemma3:4b,30,20,0.8528650000000001,0.22238983854815328,0.05,0.0,30888.95,38321.24,26989.800000000003,0.38630074974922657,4096,79,0.9683564510615408,1.1223683775466116,19.0,0.8977526315789475,0.09832648771889753,0.8528650000000001,0.0
results-selected-9.05,llama3_2_3b_20260510_024924.jsonl,llama3.2:3b,1,20,0.70231,0.3775285278868619,0.2,0.0,26729.3,34997.95,23418.55,0.36217808319315375,1024,65,0.8296389588638785,1.0087125418252298,16.0,0.8778875,0.12697278382918653,0.7023100000000001,1.1102230246251565e-16
results-selected-9.05,llama3_2_3b_20260510_024924.jsonl,llama3.2:3b,2,20,0.703405,0.37593238540292967,0.2,0.0,28270.9,34766.74,23544.2,0.7063233020424546,2048,157,0.9581641017520801,1.0318508666017414,16.0,0.87925625,0.11868306236218662,0.7034050000000001,1.1102230246251565e-16
results-selected-9.05,llama3_2_3b_20260510_024924.jsonl,llama3.2:3b,3,20,0.74486,0.3448934257968608,0.15,0.0,29154.5,32895.44,23629.5,0.22727747704497045,4096,96,0.855333536637628,1.091777934208357,17.0,0.8763058823529412,0.13736412136447892,0.74486,0.0
results-selected-9.05,llama3_2_3b_20260510_024924.jsonl,llama3.2:3b,4,20,0.790105,0.2982197149665609,0.1,0.0,26323.0,32341.230000000003,22891.5,0.1976457024564293,4096,136,0.8379380186100884,1.0771351657620416,18.0,0.8778944444444444,0.13339622303596693,0.790105,0.0
results-selected-9.05,llama3_2_3b_20260510_024924.jsonl,llama3.2:3b,5,20,0.7442650000000001,0.34747822389172445,0.15,0.0,27712.449999999997,32307.360000000004,23547.6,0.5146901982034298,2048,55,0.9802882520781333,1.144844804961184,17.0,0.8756058823529412,0.1455663013483385,0.7442650000000001,0.0
results-selected-9.05,llama3_2_3b_20260510_024924.jsonl,llama3.2:3b,6,20,0.6961999999999999,0.37764900022166226,0.2,0.0,28282.050000000003,32215.88,23603.65,0.6658781436815229,4096,97,0.8231872646205081,1.0742765365166904,16.0,0.87025,0.13815073410349046,0.6962,1.1102230246251565e-16
results-selected-9.05,llama3_2_3b_20260510_024924.jsonl,llama3.2:3b,7,20,0.7893950000000001,0.29789531272261616,0.1,0.0,27657.35,32137.780000000006,23454.35,0.12407196478065288,1024,83,0.8988129240237841,1.082006541901492,18.0,0.8771055555555556,0.13313532466330122,0.7893950000000001,0.0
results-selected-9.05,llama3_2_3b_20260510_024924.jsonl,llama3.2:3b,8,20,0.697265,0.38048680076006786,0.2,0.0,28151.75,34590.990000000005,22696.300000000003,0.22939811886786896,1024,149,0.9136009959741062,1.1382811352534674,16.0,0.87158125,0.14600034346420787,0.697265,0.0
results-selected-9.05,llama3_2_3b_20260510_024924.jsonl,llama3.2:3b,9,20,0.740585,0.3444453516734893,0.15,0.0,28266.65,32252.120000000006,23671.45,0.16194475143634365,4096,91,0.8515563160370403,1.1243106263727893,17.0,0.8712764705882353,0.14107767155636186,0.740585,0.0
results-selected-9.05,llama3_2_3b_20260510_024924.jsonl,llama3.2:3b,10,20,0.7121649999999999,0.3856873608111545,0.2,0.0,26867.5,32288.520000000004,23563.75,0.34972732868551254,2048,138,0.8141646222991565,1.1480330404900776,16.0,0.89020625,0.13915102811334162,0.712165,1.1102230246251565e-16
results-selected-9.05,qwen2_5_3b_20260510_042903.jsonl,qwen2.5:3b,1,20,0.734415,0.3442955145541476,0.15,0.0,28223.85,36712.06,23909.6,0.36217808319315375,1024,65,0.8296389588638785,1.0087125418252298,17.0,0.8640176470588236,0.14760717815918595,0.734415,0.0
results-selected-9.05,qwen2_5_3b_20260510_042903.jsonl,qwen2.5:3b,2,20,0.73784,0.3472118637313383,0.15,0.0,30000.300000000003,36553.48,23661.9,0.7063233020424546,2048,157,0.9581641017520801,1.0318508666017414,17.0,0.8680470588235294,0.15188934342823007,0.7378399999999999,1.1102230246251565e-16
results-selected-9.05,qwen2_5_3b_20260510_042903.jsonl,qwen2.5:3b,3,20,0.70539,0.37670939085440225,0.2,0.0,30483.65,37261.659999999996,23660.75,0.22727747704497045,4096,96,0.855333536637628,1.091777934208357,16.0,0.8817375,0.11787396588447059,0.70539,0.0
results-selected-9.05,qwen2_5_3b_20260510_042903.jsonl,qwen2.5:3b,4,20,0.6538999999999999,0.4098060260017761,0.25,0.0,30296.6,36930.54,23391.25,0.1976457024564293,4096,136,0.8379380186100884,1.0771351657620416,15.0,0.8718666666666667,0.15590989461254612,0.6539,1.1102230246251565e-16
results-selected-9.05,qwen2_5_3b_20260510_042903.jsonl,qwen2.5:3b,5,20,0.749055,0.3336249966575299,0.15,0.0,27615.95,37671.3,23686.9,0.5146901982034298,2048,55,0.9802882520781333,1.144844804961184,17.0,0.8812411764705882,0.09168996713670155,0.7490549999999999,1.1102230246251565e-16
results-selected-9.05,qwen2_5_3b_20260510_042903.jsonl,qwen2.5:3b,6,20,0.6982999999999999,0.3795176287424812,0.2,0.0,29839.95,34751.31,23697.35,0.6658781436815229,4096,97,0.8231872646205081,1.0742765365166904,16.0,0.872875,0.1410731559629022,0.6983,1.1102230246251565e-16
results-selected-9.05,qwen2_5_3b_20260510_042903.jsonl,qwen2.5:3b,7,20,0.648515,0.4067141467069703,0.25,0.0,30186.95,34799.1,23655.7,0.12407196478065288,1024,83,0.8988129240237841,1.082006541901492,15.0,0.8646866666666667,0.15563239135249207,0.6485150000000001,1.1102230246251565e-16
results-selected-9.05,qwen2_5_3b_20260510_042903.jsonl,qwen2.5:3b,8,20,0.66661,0.40852720440240226,0.25,0.0,30423.6,37430.649999999994,23256.949999999997,0.22939811886786896,1024,149,0.9136009959741062,1.1382811352534674,15.0,0.8888133333333333,0.1220467642613546,0.66661,0.0
results-selected-9.05,qwen2_5_3b_20260510_042903.jsonl,qwen2.5:3b,9,20,0.66075,0.40481279038977747,0.25,0.0,30060.199999999997,35588.89000000001,23753.050000000003,0.16194475143634365,4096,91,0.8515563160370403,1.1243106263727893,15.0,0.881,0.12041320525590206,0.66075,0.0
results-selected-9.05,qwen2_5_3b_20260510_042903.jsonl,qwen2.5:3b,10,20,0.7118599999999999,0.37630527277170783,0.2,0.0,30373.15,41376.270000000004,23619.4,0.34972732868551254,2048,138,0.8141646222991565,1.1480330404900776,16.0,0.889825,0.10223639599803325,0.71186,1.1102230246251565e-16
results-throttling,gemma2_2b_20260425_222712.jsonl,gemma2:2b,1,20,0.65343,0.3583155520516871,0.2,0.0,35206.75,44158.12,,0.36217808319315375,1024,65,0.8296389588638785,1.0087125418252298,16.0,0.8167875,0.14249136523546496,0.6534300000000001,1.1102230246251565e-16
results-throttling,gemma2_2b_20260425_222712.jsonl,gemma2:2b,2,20,0.69872,0.3219001636663471,0.15,0.0,38992.55,48693.14,,0.7063233020424546,2048,157,0.9581641017520801,1.0318508666017414,17.0,0.8220235294117648,0.12391573512578906,0.6987200000000001,1.1102230246251565e-16
results-throttling,gemma2_2b_20260425_222712.jsonl,gemma2:2b,3,20,0.707995,0.32033860453063034,0.15,0.0,38960.95,47021.82,,0.22727747704497045,4096,96,0.855333536637628,1.091777934208357,17.0,0.8329352941176471,0.10623603991334857,0.707995,0.0
results-throttling,gemma2_2b_20260425_222712.jsonl,gemma2:2b,4,20,0.66591,0.3565126909972564,0.2,0.05,38167.1,49298.740000000005,,0.1976457024564293,4096,136,0.8379380186100884,1.0771351657620416,16.0,0.8323875000000001,0.11481696666143616,0.6659100000000001,1.1102230246251565e-16
results-throttling,gemma2_2b_20260425_222712.jsonl,gemma2:2b,5,20,0.73976,0.2713814452797119,0.1,0.0,37655.35,46972.47000000001,,0.5146901982034298,2048,55,0.9802882520781333,1.144844804961184,18.0,0.8219555555555556,0.10381267191279306,0.73976,0.0
results-throttling,gemma3_4b_20260425_233113.jsonl,gemma3:4b,1,20,0.4255,0.439227491709802,0.5,0.5,59694.35,60000.0,,0.36217808319315375,1024,65,0.8296389588638785,1.0087125418252298,10.0,0.851,0.07030884249746497,0.4255,0.0
results-throttling,gemma3_4b_20260425_233113.jsonl,gemma3:4b,2,20,0.5575,0.4227712458479047,0.35,0.35,56569.75,60000.0,,0.7063233020424546,2048,157,0.9581641017520801,1.0318508666017414,13.0,0.8576923076923078,0.06379052256590138,0.5575000000000001,1.1102230246251565e-16
results-throttling,gemma3_4b_20260425_233113.jsonl,gemma3:4b,3,20,0.47050000000000003,0.4394431284681725,0.45,0.45,59222.65,60000.0,,0.22727747704497045,4096,96,0.855333536637628,1.091777934208357,11.0,0.8554545454545455,0.06831744087180615,0.47050000000000003,0.0
results-throttling,gemma3_4b_20260425_233113.jsonl,gemma3:4b,4,20,0.5595,0.4242699612275185,0.35,0.35,55839.7,60000.0,,0.1976457024564293,4096,136,0.8379380186100884,1.0771351657620416,13.0,0.8607692307692307,0.06383070557622701,0.5595,0.0
results-throttling,gemma3_4b_20260425_233113.jsonl,gemma3:4b,5,20,0.47000000000000003,0.4389341156651381,0.45,0.45,58402.2,60000.0,,0.5146901982034298,2048,55,0.9802882520781333,1.144844804961184,11.0,0.8545454545454546,0.06772940814205251,0.4700000000000001,5.551115123125783e-17
results-throttling,llama3_2_3b_20260426_010208.jsonl,llama3.2:3b,1,20,0.585,0.40268179941356597,0.3,0.15,49799.55,60000.0,,0.36217808319315375,1024,65,0.8296389588638785,1.0087125418252298,14.0,0.8357142857142856,0.10653380003290296,0.5849999999999999,1.1102230246251565e-16
results-throttling,llama3_2_3b_20260426_010208.jsonl,llama3.2:3b,2,20,0.58975,0.4051136130441486,0.3,0.1,49198.8,58821.54,,0.7063233020424546,2048,157,0.9581641017520801,1.0318508666017414,14.0,0.8425,0.10267105801464285,0.58975,0.0
results-throttling,llama3_2_3b_20260426_010208.jsonl,llama3.2:3b,3,20,0.5895,0.40876547129902724,0.3,0.1,50851.05,59078.04,,0.22727747704497045,4096,96,0.855333536637628,1.091777934208357,14.0,0.8421428571428572,0.12279930915795226,0.5895,0.0
results-throttling,llama3_2_3b_20260426_010208.jsonl,llama3.2:3b,4,20,0.6345,0.3892702349133231,0.25,0.1,48382.4,58617.060000000005,,0.1976457024564293,4096,136,0.8379380186100884,1.0771351657620416,15.0,0.846,0.11806777714516355,0.6345,0.0
results-throttling,llama3_2_3b_20260426_010208.jsonl,llama3.2:3b,5,20,0.5465,0.42337335768798684,0.35,0.1,51614.5,58648.38,,0.5146901982034298,2048,55,0.9802882520781333,1.144844804961184,13.0,0.8407692307692307,0.12559601496209574,0.5465,0.0
results-throttling,phi3_5_20260426_034910.jsonl,phi3.5,1,20,0.032,0.14310835055998655,0.95,0.9,60000.0,60000.0,,0.36217808319315375,1024,65,0.8296389588638785,1.0087125418252298,1.0,0.64,,0.03200000000000003,2.7755575615628914e-17
results-throttling,phi3_5_20260426_034910.jsonl,phi3.5,2,20,0.0315,0.14087228258248677,0.95,0.95,60000.0,60000.0,,0.7063233020424546,2048,157,0.9581641017520801,1.0318508666017414,1.0,0.63,,0.03150000000000003,2.7755575615628914e-17
results-throttling,phi3_5_20260426_034910.jsonl,phi3.5,3,20,0.026500000000000003,0.11851160280748887,0.95,0.9,60000.0,60000.0,,0.22727747704497045,4096,96,0.855333536637628,1.091777934208357,1.0,0.53,,0.026500000000000024,2.0816681711721685e-17
results-throttling,phi3_5_20260426_034910.jsonl,phi3.5,4,20,0.028999999999999998,0.1296919426949878,0.95,0.95,60000.0,60000.0,,0.1976457024564293,4096,136,0.8379380186100884,1.0771351657620416,1.0,0.58,,0.029000000000000022,2.42861286636753e-17
results-throttling,phi3_5_20260426_034910.jsonl,phi3.5,5,20,0.0,0.0,1.0,0.95,60000.0,60000.0,,0.5146901982034298,2048,55,0.9802882520781333,1.144844804961184,,,,,
results-throttling,qwen2_5_3b_20260426_022336.jsonl,qwen2.5:3b,1,20,0.5235000000000001,0.4409233732210526,0.4,0.25,52087.3,60000.0,,0.36217808319315375,1024,65,0.8296389588638785,1.0087125418252298,12.0,0.8725,0.060170213107936965,0.5235,1.1102230246251565e-16
results-throttling,qwen2_5_3b_20260426_022336.jsonl,qwen2.5:3b,2,20,0.6075,0.411785265961712,0.3,0.25,53295.649999999994,60000.0,,0.7063233020424546,2048,157,0.9581641017520801,1.0318508666017414,14.0,0.8678571428571429,0.06704517093016431,0.6074999999999999,1.1102230246251565e-16
results-throttling,qwen2_5_3b_20260426_022336.jsonl,qwen2.5:3b,3,20,0.5245,0.44158178595160663,0.4,0.2,53711.75,60000.0,,0.22727747704497045,4096,96,0.855333536637628,1.091777934208357,12.0,0.8741666666666666,0.0579118975581692,0.5245,0.0
results-throttling,qwen2_5_3b_20260426_022336.jsonl,qwen2.5:3b,4,20,0.528,0.44444643274409057,0.4,0.2,53332.5,60000.0,,0.1976457024564293,4096,136,0.8379380186100884,1.0771351657620416,12.0,0.88,0.057207755354735566,0.528,0.0
results-throttling,qwen2_5_3b_20260426_022336.jsonl,qwen2.5:3b,5,20,0.55175,0.41920750734036993,0.35,0.2,49309.05,60000.0,,0.5146901982034298,2048,55,0.9802882520781333,1.144844804961184,13.0,0.8488461538461538,0.07100920850359968,0.55175,0.0
